pmid,label,sentence
18397917_2008.ann,4," Caffeic acid phenethyl ester (CAPE), a natural component of propolis, shows anticarcinogenic properties in the modified resistant hepatocyte model when administered before initiation or promotion of hepatocarcinogenesis process; however, information about the mechanism underlying this chemoprotection is limited."
18524889_2008.ann,4, Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitor erlotinib shows potent antitumor activity in some non-small-cell lung cancer (NSCLC) cell lines and is approved by the Food and Drug Administration as second and third line treatment for NSCLC.
18691550_2008.ann,4," Hepatocyte I kappaB kinase beta (IKK beta) inhibits hepatocarcinogenesis by suppressing accumulation of reactive oxygen species (ROS) and liver damage, whereas JNK1 activation promotes ROS accumulation, liver damage, and carcinogenesis."
18691550_2008.ann,4," Hepatocyte I kappaB kinase beta (IKK beta) inhibits hepatocarcinogenesis by suppressing accumulation of reactive oxygen species (ROS) and liver damage, whereas JNK1 activation promotes ROS accumulation, liver damage, and carcinogenesis."
24223741_2013.ann,4, PURPOSE: Recent studies have revealed that branched-chain amino acids (BCAA) reduce the development of hepatocellular carcinoma (HCC) in patients with obesity and hepatitis C virus infection by improving insulin resistance (IR).
24223741_2013.ann,4, PURPOSE: Recent studies have revealed that branched-chain amino acids (BCAA) reduce the development of hepatocellular carcinoma (HCC) in patients with obesity and hepatitis C virus infection by improving insulin resistance (IR).
25123088_2014.ann,4," Tamoxifen is a non-steroidal anti-estrogenic drug widely used for the treatment and prevention of breast cancer in women; however, there is evidence that tamoxifen is hepatocarcinogenic in rats, but not in mice."
19509257_2009.ann,4, These results suggest that inflexinol inhibits colon cancer cell growth via induction of apoptotic cell death through inactivation of NF-kappaB by a direct modification of cysteine residue in the p50 subunit of NF-kappaB.
12584176_2003.ann,4," This research provides evidence that teas, particularly when administered in combination with sulindac, are highly effective at inhibiting intestinal neoplasia in male Apc(min) mice via direct or indirect effects on the beta-catenin/APC pathway."
21038411_2010.ann,4," UNLABELLED: Epidemiological data associate coffee consumption with a lower prevalence of chronic liver disease and a reduced risk of elevated liver enzyme levels (gamma glutamyl transpeptidase and alanine aminotransferase), advanced liver disease and its complications, and hepatocellular carcinoma."
21038411_2010.ann,4," UNLABELLED: Epidemiological data associate coffee consumption with a lower prevalence of chronic liver disease and a reduced risk of elevated liver enzyme levels (gamma glutamyl transpeptidase and alanine aminotransferase), advanced liver disease and its complications, and hepatocellular carcinoma."
25251587_2014.ann,4,"5-aza-dC treatment markedly decreased atherosclerosis development in Ldlr(-/-) mice without changes in body weight, plasma lipid profile, macrophage cholesterol levels and plaque lipid content."
24007863_2014.ann,4,5-Fluorouracil (5-FU) is one of the most common chemotherapeutic agents used for  the treatment of hepatocellular carcinoma (HCC).
24007863_2014.ann,4,5-Fluorouracil (5-FU) is one of the most common chemotherapeutic agents used for  the treatment of hepatocellular carcinoma (HCC).
24007863_2014.ann,4,5-Fluorouracil (5-FU) is one of the most common chemotherapeutic agents used for  the treatment of hepatocellular carcinoma (HCC).
27865009_2017.ann,4,"5-Fluorouracil (5-FU) is one of the most commonly used chemotherapeutic agents in colon cancer treatment, but has a narrow therapeutic index limited by its toxicity."
27865009_2017.ann,4,"5-Fluorouracil (5-FU) is one of the most commonly used chemotherapeutic agents in colon cancer treatment, but has a narrow therapeutic index limited by its toxicity."
26310874_2015.ann,4,"5-Fluorouracil (5-FU), a common chemotherapeutic agent used for the treatment of  colorectal cancer (CRC), by itself has inadequate response rates; highlighting the need for novel and improved treatment regimens for these patients."
26310874_2015.ann,4,"5-Fluorouracil (5-FU), a common chemotherapeutic agent used for the treatment of  colorectal cancer (CRC), by itself has inadequate response rates; highlighting the need for novel and improved treatment regimens for these patients."
26310874_2015.ann,4,"5-Fluorouracil (5-FU), a common chemotherapeutic agent used for the treatment of  colorectal cancer (CRC), by itself has inadequate response rates; highlighting the need for novel and improved treatment regimens for these patients."
26310874_2015.ann,4,"5-Fluorouracil (5-FU), a common chemotherapeutic agent used for the treatment of  colorectal cancer (CRC), by itself has inadequate response rates; highlighting the need for novel and improved treatment regimens for these patients."
26708719_2016.ann,4,Administration of SP600125 before or with acetaminophen protected Jnk(Deltahepa) and control mice from liver injury.
23714159_2013.ann,4,"Administration of the HMGB1 release inhibitor ethyl pyruvate, which does not affect p53-mediated hepatic apoptosis, substantially prevented carcinogen-induced cirrhosis and tumorigenesis in rat livers."
24204981_2013.ann,4,Aliskiren attenuates steatohepatitis and increases turnover of hepatic fat in mice fed with a methionine and choline deficient diet.
20681671_2010.ann,4,"All of these results revealed that pterostilbene is an effective antitumor agent as well as its inhibitory effect through the down-regulation of inflammatory iNOS and COX-2  gene expression and up-regulation of apoptosis in mouse colon, suggesting that pterostilbene is a novel functional agent capable of preventing inflammation-associated colon tumorigenesis."
27624867_2017.ann,4,"Alternol, a natural compound, exerts an anti-tumour effect on osteosarcoma by modulating of STAT3 and ROS/MAPK signalling pathways."
26383537_2015.ann,4,Anthocyanin-containing purple-fleshed potatoes suppress colon tumorigenesis via elimination of colon cancer stem cells.
18292937_2008.ann,4,Anti-tumor effect of pegylated interferon in the rat hepatocarcinogenesis model.
17957784_2008.ann,4,"As wogonin was effective both in vitro and in vivo, our novel findings open the possibility of wogonin as an effective therapeutic and/or chemopreventive agent against both ER-positive and -negative breast cancers, particularly against the more aggressive and hormonal therapy-resistant ER-negative types."
27207670_2016.ann,4,"Aspirin [acetylsalicylic acid (ASA)] has been shown to prevent CRC; however, the epigenetic mechanisms of its action remain unknown."
27207670_2016.ann,4,"Aspirin [acetylsalicylic acid (ASA)] has been shown to prevent CRC; however, the epigenetic mechanisms of its action remain unknown."
17876044_2007.ann,4,AZD6244 and doxorubicin induce growth suppression and apoptosis in mouse models of hepatocellular carcinoma.
18202021_2008.ann,4,"Beta-ionone, an end-ring analogue of beta-carotenoid, which is a constituent of vegetables and fruits, has been analyzed for colon cancer chemoprevention and treatment."
23011081_2013.ann,4,Bortezomib also prevented the activation of hepatic stellate cells and inhibited the liver fibrosis of the DEN/CDAA model.
23011081_2013.ann,4,Bortezomib induces tumor-specific cell death and growth inhibition in hepatocellular carcinoma and improves liver fibrosis.
19906067_2010.ann,4,"Branched-chain amino acids (BCAA), which improve insulin resistance, inhibited obesity-related colon carcinogenesis in a rodent model, and also reduced the incidence of hepatocellular carcinoma in obese patients with liver cirrhosis."
24123777_2014.ann,4,Bromelain-containing foods and/or bromelain itself may represent good candidates for colorectal cancer chemoprevention.
23933019_2013.ann,4,"Brucine, an alkaloid from seeds of Strychnos nux-vomica Linn., represses hepatocellular carcinoma cell migration and metastasis: the role of hypoxia inducible factor 1 pathway."
16353145_2006.ann,4,"Celecoxib, a selective cyclooxygenase-2 (COX-2) inhibitor, is effective as chemopreventive against colon cancer and it is the only nonsteoroidal antiinflammatory drug approved by the FDA for adjuvant therapy in patients with familial adenomatous polyposis."
21038411_2010.ann,4,Coffee reduces liver damage in a rat model of steatohepatitis: the underlying mechanisms and the role of polyphenols and melanoidins.
21038411_2010.ann,4,Coffee reduces liver damage in a rat model of steatohepatitis: the underlying mechanisms and the role of polyphenols and melanoidins.
21038411_2010.ann,4,Coffee reduces liver damage in a rat model of steatohepatitis: the underlying mechanisms and the role of polyphenols and melanoidins.
22581840_2012.ann,4,"Colon cancer cells treated with SDs exhibited reduced Wnt transcriptional activity, as well as reduced nuclear beta-catenin localization and subsequent reduction in active-beta-catenin levels."
26918349_2016.ann,4,Combination of aspirin and sorafenib may be an effective regimen to treat HCC and colon cancer.
26918349_2016.ann,4,Combination of aspirin and sorafenib may be an effective regimen to treat HCC and colon cancer.
25600769_2015.ann,4,"Combined treatments of EPLE and 5-fluorouracil, the first-line chemotherapy for CRC patients, achieved a synergistic effect."
25600769_2015.ann,4,"Combined treatments of EPLE and 5-fluorouracil, the first-line chemotherapy for CRC patients, achieved a synergistic effect."
19709125_2009.ann,4,Combining kallistatin gene therapy and meloxicam to treat hepatocellular carcinoma in mice.
24247078_2014.ann,4,Compound Astragalus and Salvia miltiorrhiza extract suppresses hepatocellular carcinoma progression by inhibiting fibrosis and PAI-1 mRNA transcription.
18381954_2008.ann,4,"CONCLUSION: Collectively, our results suggest that curcumin potentiates the antitumor effects of radiation therapy in colorectal cancer by suppressing NF-kappaB and NF-kappaB-regulated gene products, leading to inhibition of proliferation and angiogenesis."
23590467_2013.ann,4,"CONCLUSION: In summary, these findings provide preclinical evidence supporting further evaluation of agents such as DMAPT and gemcitabine for the prevention and treatment of pancreatic cancer."
21038411_2010.ann,4,CONCLUSION: Our data demonstrate that coffee consumption protects the liver from damage caused by a high-fat diet.
19671906_2009.ann,4,"CONCLUSION: Regular aspirin use after the diagnosis of colorectal cancer is associated with lower risk of colorectal cancer-specific and overall mortality, especially among individuals with tumors that overexpress COX-2."
28255652_2017.ann,4,CONCLUSION: The present work provides novel data concerning the preventive actions of glycerol during the development of liver cancer and represents an economically feasible intervention to treat high-risk individuals.
23422335_2013.ann,4,CONCLUSION: These results suggested that TFA protected mice against CCl4-induced liver injury through antioxidant stress and antiinflammatory effects.
21607999_2011.ann,4,CONCLUSION: This study provides evidence that saffron exerts a significant chemopreventive effect against liver cancer through inhibition of cell proliferation and induction of apoptosis.
24204981_2013.ann,4,CONCLUSIONS: Aliskiren attenuates steatohepatitis and fibrosis in mice fed with a MCD diet.
22014088_2011.ann,4,"CONCLUSIONS: Magnolol pretreatments prevent UVB-induced skin cancer development by enhancing apoptosis, causing cell cycle arrest at G2/M phase, and affecting various signaling pathways."
20823143_2010.ann,4,CONCLUSIONS: Silibinin targets beta-catenin and IGF-1Rbeta pathways for its chemopreventive efficacy against azoxymethane-induced colon carcinogenesis in A/J mice.
21639868_2011.ann,4,"CONCLUSIONS: Since lymph node involvement is the most important prognostic factor in breast cancer patients, the antimetastatic activity of alpha-mangostin as detected in mammary cancers carrying a p53 mutation in the present study may have specific clinical applications."
21639868_2011.ann,4,"CONCLUSIONS: Since lymph node involvement is the most important prognostic factor in breast cancer patients, the antimetastatic activity of alpha-mangostin as detected in mammary cancers carrying a p53 mutation in the present study may have specific clinical applications."
15930366_2005.ann,4,"CONCLUSIONS: Taken together, these findings identify  a mechanism of ABT-100 function and show the efficacy of ABT-100 as a chemopreventive agent of hepatocellular carcinoma."
24520095_2014.ann,4,"CONCLUSIONS: These findings  suggest that MPT0E028 in combination with sorafenib has significant anti-hepatocellular carcinoma activity in preclinical models, potentially suggesting a novel therapeutic strategy for patients with advanced hepatocellular carcinoma."
24495750_2014.ann,4,CONCLUSIONS: This study demonstrates the synergistic antitumor activity of combination of dovitinib and oxaliplatin against colon cancer with different RAS-RAF status.
24495750_2014.ann,4,CONCLUSIONS: This study demonstrates the synergistic antitumor activity of combination of dovitinib and oxaliplatin against colon cancer with different RAS-RAF status.
26494227_2015.ann,4,Connexin 32 and luteolin play protective roles in non-alcoholic steatohepatitis development and its related hepatocarcinogenesis in rats.
26494227_2015.ann,4,Connexin 32 and luteolin play protective roles in non-alcoholic steatohepatitis development and its related hepatocarcinogenesis in rats.
26494227_2015.ann,4,Connexin 32 and luteolin play protective roles in non-alcoholic steatohepatitis development and its related hepatocarcinogenesis in rats.
26494227_2015.ann,4,Connexin 32 and luteolin play protective roles in non-alcoholic steatohepatitis development and its related hepatocarcinogenesis in rats.
19549529_2009.ann,4,Cyclooxygenase-2 inhibitors down-regulate osteopontin and Nr4A2-new therapeutic targets for colorectal cancers.
27093553_2016.ann,4,Cytochrome P450 1A2 Metabolizes 17beta-Estradiol to Suppress Hepatocellular Carcinoma.
27696512_2017.ann,4,Data obtained suggest a contribution of the SphK/S1P system and related signaling pathways to the protective effects of melatonin in hepatocarcinogenesis.
22159220_2012.ann,4,Decorin-mediated inhibition of colorectal cancer growth and migration is associated with E-cadherin in vitro and in mice.
19384949_2009.ann,4,"Despite recent therapeutic advances, the response rates to chemotherapy for patients with metastatic colon cancer remain at approximately 50% with the fluoropyrimidine, 5-fluorouracil (5-FU), continuing to serve as the foundation chemotherapeutic agent for the treatment of this disease."
19384949_2009.ann,4,"Despite recent therapeutic advances, the response rates to chemotherapy for patients with metastatic colon cancer remain at approximately 50% with the fluoropyrimidine, 5-fluorouracil (5-FU), continuing to serve as the foundation chemotherapeutic agent for the treatment of this disease."
19384949_2009.ann,4,"Despite recent therapeutic advances, the response rates to chemotherapy for patients with metastatic colon cancer remain at approximately 50% with the fluoropyrimidine, 5-fluorouracil (5-FU), continuing to serve as the foundation chemotherapeutic agent for the treatment of this disease."
20061362_2010.ann,4,"Dietary intake of pterostilbene, a constituent of blueberries, inhibits the beta-catenin/p65 downstream signaling pathway and colon carcinogenesis in rats."
19551842_2010.ann,4,Dietary lycopene and tomato extract supplementations inhibit nonalcoholic steatohepatitis-promoted hepatocarcinogenesis in rats.
22116467_2012.ann,4,Diethylnitrosamine-induced hepatocarcinogenesis is suppressed in lecithin:retinol acyltransferase-deficient mice primarily through retinoid actions immediately after carcinogen administration.
14970324_2004.ann,4,Digital karyotyping identifies thymidylate synthase amplification as a mechanism  of resistance to 5-fluorouracil in metastatic colorectal cancer patients.
23665045_2013.ann,4,"Diosmin abrogates chemically induced hepatocarcinogenesis via alleviation of oxidative stress, hyperproliferative and inflammatory markers in murine model."
16510598_2006.ann,4,DNA microarray analysis was used to analyze the transcriptional profile of HCT116 colorectal cancer cells that were treated with 5-fluorouracil (5-FU) or oxaliplatin and selected for resistance to these agents.
16510598_2006.ann,4,DNA microarray analysis was used to analyze the transcriptional profile of HCT116 colorectal cancer cells that were treated with 5-fluorouracil (5-FU) or oxaliplatin and selected for resistance to these agents.
16510598_2006.ann,4,DNA microarray analysis was used to analyze the transcriptional profile of HCT116 colorectal cancer cells that were treated with 5-fluorouracil (5-FU) or oxaliplatin and selected for resistance to these agents.
19458067_2009.ann,4,"Embelin inhibits chemical carcinogen-induced colon carcinogenesis, but this effect is partially dependent on the presence of functional PPARgamma, indicating that PPARgamma is a necessary signaling pathway involved in the antitumor activity of normal organisms."
10389917_1999.ann,4,Epidemiological evidence suggests that vitamin D may play a  role in inhibiting the development of colon and prostate cancer.
16963246_2007.ann,4,"Epidemiological studies indicate that adequate dietary folate is protective against colon cancer, although mechanisms remain largely elusive."
24677197_2014.ann,4,Erlotinib also decreased hepatocyte proliferation and liver injury.
19074849_2008.ann,4,ESE-1/EGR-1 pathway plays a role in tolfenamic acid-induced apoptosis in colorectal cancer cells.
22840450_2012.ann,4,Evaluation of chemopreventive effect of Fumaria indica against N-nitrosodiethylamine and CCl4-induced hepatocellular carcinoma in Wistar rats.
28319060_2017.ann,4,"Exenatide (Ex-4), a potent diabetes drug targeting glucagon-like peptide-1 receptor (GLP-1R), is protective against non-alcoholic fatty liver disease (NAFLD)."
15731169_2005.ann,4,"Furthermore, exposure of colorectal cancer cells to anti-periostin antibodies activates apoptosis and potentiates the effects of 5-fluorouracil chemotherapy."
24981158_2014.ann,4,Garcinol suppresses inflammation-associated colon carcinogenesis in mice.
23494807_2013.ann,4,Garlic oil attenuated nitrosodiethylamine-induced hepatocarcinogenesis by modulating the metabolic activation and detoxification enzymes.
23590467_2013.ann,4,"Gemcitabine, the current standard-of-care chemotherapy for pancreatic cancer, has limited clinical benefit."
22187166_2012.ann,4,Glucans from the edible mushroom Pleurotus pulmonarius inhibit colitis-associated colon carcinogenesis in mice.
17613133_2007.ann,4,"Glycyrrhizic Acid has been used to treat chronic hepatitis, inhibiting the penetration of the  hepatitis A virus into hepatocytes."
10025872_1998.ann,4,Great interest has been focused on the chemoprevention of colonic carcinogenesis  by oral administration of ursodeoxycholic acid (UDCA) because its administration  reportedly reduces the incidence of colon cancer in animal experiments.
20126370_2008.ann,4,"Here we aimed to determine the mechanism of actions  of DHEA, in comparison to vitamin E, in a chemically-induced hepatocellular carcinoma model in rats."
20823143_2010.ann,4,"Herein, for the first time, we investigate in vivo the efficacy of silibinin against azoxymethane-induced colon tumorigenesis in A/J mice."
19642983_2009.ann,4,"However, there are few investigations on the protective effect of betaine in hepatocarcinogenesis."
10503899_1999.ann,4,"HTHQ also inhibited 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP)-induced colon carcinogenesis in a two stage colon carcinogenesis model using 1,2-dimethylhydrazine (DMH) as an initiator."
21909139_2012.ann,4,Hyperactive EGFR signaling through Stat3 and the Jak-Stat3 activity together promote ovarian  cancer progression to cisplatin resistance and therefore represent targets for preventing the development of cisplatin resistance and the recurrent disease during cisplatin therapy in ovarian cancer.
20502879_2011.ann,4,Immunohistochemical analyses at the late stage of tumor promotion by oxfendazole  in a rat hepatocarcinogenesis model.
19934284_2009.ann,4,"Importantly, cotreatment with low doses of oligoamines and a DNA methyltransferase inhibitor highly induces the reexpression of the aberrantly silenced SFRP2 gene and results in significant inhibition of the growth of established tumors in a human colon tumor model in vivo."
25886177_2015.ann,4,"In a 2012 case report, we described our breakthrough finding in two advanced HCC patients, of whom one achieved complete remission of  liver tumors and the other a normalized alpha-fetoprotein level, along with complete remission of their lung metastases, after the concomitant use of thalidomide and cyproheptadine."
25886177_2015.ann,4,"In a 2012 case report, we described our breakthrough finding in two advanced HCC patients, of whom one achieved complete remission of  liver tumors and the other a normalized alpha-fetoprotein level, along with complete remission of their lung metastases, after the concomitant use of thalidomide and cyproheptadine."
21639868_2011.ann,4,"In addition, alpha-mangostin may have chemopreventive benefits and/or prove useful as an adjuvant therapy, or as a complementary alternative medicine in the treatment of breast cancer."
24146112_2014.ann,4,"In conclusion, dioscin shows excellent protective effect against ethanol-induced liver injury through ameliorating ethanol-induced oxidative stress, mitochondrial function, inflammatory cytokine production, apoptosis and liver steatosis, which should be developed as a new drug for the treatment of ethanol-induced liver injury in the future."
24146112_2014.ann,4,"In conclusion, dioscin shows excellent protective effect against ethanol-induced liver injury through ameliorating ethanol-induced oxidative stress, mitochondrial function, inflammatory cytokine production, apoptosis and liver steatosis, which should be developed as a new drug for the treatment of ethanol-induced liver injury in the future."
18521906_2008.ann,4,"In conclusion, simvastatin inhibited colon cancer development by induction of apoptosis and suppression of angiogenesis."
17438113_2007.ann,4,"In the current study, we investigated whether ursodeoxycholic acid (UDCA) can inhibit colitis-related mouse colon carcinogenesis and compared it with the effects of sulfasalazine."
17438113_2007.ann,4,"In the current study, we investigated whether ursodeoxycholic acid (UDCA) can inhibit colitis-related mouse colon carcinogenesis and compared it with the effects of sulfasalazine."
19074849_2008.ann,4,"In the present study,  we investigated the anticancer activity of tolfenamic acid in human colorectal cancer cells."
22763672_2012.ann,4,"In the present study, it is shown that myrtenal, a natural monoterpene, which acts as an antineoplastic agent against diethylnitrosamine induced phenobarbital promoted experimental hepatocellular carcinoma."
25434800_2015.ann,4,"In the present study, we demonstrated that alantolactone, which is a sesquiterpene lactone, has potential activity against triple-negative breast cancer MDA-MB-231 cells by suppressing the signal transducer and activator of transcription 3 (STAT3) signaling pathway."
21711565_2011.ann,4,"In the present study, we examined the effects of pitavastatin - a drug used for the treatment of hyperlipidemia - on the development of diethylnitrosamine (DEN)-induced liver preneoplastic lesions in C57BL/KsJ-db/db (db/db) obese mice."
23665045_2013.ann,4,"In the present study, we have shown that diosmin attenuates 2-AAF induced hepatic toxicity and early tumor promotion markers (ODC, PCNA and Ki67),  its chemopreventive efficacy against DEN initiated and 2-AAF promoted hyper-proliferation and hepatocarcinogenesis in Wistar rats."
21850372_2011.ann,4,"In this study, we report the effects of resveratrol in the early and advanced stages of hepatocarcinogenesis in a model of N-nitrosodiethylamine (DEN)-induced hepatocellular carcinoma (HCC) of male Wistar rats."
19509257_2009.ann,4,Inflexinol inhibits colon cancer cell growth through inhibition of nuclear factor-kappaB activity via direct interaction with p50.
1917145_1991.ann,4,Inhibition by retinoic acid of hepatocarcinogenesis induced by N-nitrosomorpholine and of expression of myc oncogene protein in Sprague-Dawley rats.
19418558_2009.ann,4,Inhibition of c-Jun NH2-terminal kinase switches Smad3 signaling from oncogenesis to tumor- suppression in rat hepatocellular carcinoma.
23404993_2013.ann,4,Inhibitory effect of oleanolic acid on hepatocellular carcinoma via ERK-p53-mediated cell cycle arrest and mitochondrial-dependent apoptosis.
20823143_2010.ann,4,Inhibitory effect of silibinin against azoxymethane-induced colon tumorigenesis in A/J mice.
18676755_2008.ann,4,K-Ras mutations and treatment outcome in colorectal cancer patients receiving exclusive fluoropyrimidine therapy.
26210742_2015.ann,4,Kruppel-like factor 9 (KLF9) prevents colorectal cancer through inhibition of interferon-related signaling.
24399246_2014.ann,4,Latexin exhibits tumor suppressor potential in hepatocellular carcinoma.
10959800_2000.ann,4,Liver cell proliferation increased significantly only in the liver tumors of tamoxifen-treated rats after  12 months of treatment and during the recovery period.
20890892_2010.ann,4,"Liver-specific deletion of prohibitin 1 results in spontaneous liver injury, fibrosis, and hepatocellular carcinoma in mice."
20890892_2010.ann,4,"Liver-specific deletion of prohibitin 1 results in spontaneous liver injury, fibrosis, and hepatocellular carcinoma in mice."
20890892_2010.ann,4,"Liver-specific deletion of prohibitin 1 results in spontaneous liver injury, fibrosis, and hepatocellular carcinoma in mice."
19272382_2009.ann,4,Loss of Dicer primarily impairs hepatocyte survival but can promote hepatocarcinogenesis in cooperation with additional oncogenic stimuli.
21159647_2010.ann,4,Loss of metallothionein predisposes mice to diethylnitrosamine-induced hepatocarcinogenesis by activating NF-kappaB target genes.
24660901_2014.ann,4,Lycopene is an active chemopreventive agent that offers protection against DEN-induced hepatocarcinogenesis by inhibiting NF-kappaB and mTOR pathways.
22014088_2011.ann,4,Magnolol could be a potentially safe and potent anticarcinogenic agent against skin cancer.
26656265_2015.ann,4,"Melatonin improved survival rates and successfully attenuated liver injury, as shown by histopathology, decreased levels of serum transaminases and reduced expression of placental glutathione S-transferase."
26548419_2016.ann,4,Metformin inhibits early stage diethylnitrosamineinduced hepatocarcinogenesis in  rats.
21980390_2011.ann,4,METHODOLOGY/PRINCIPAL FINDINGS: Pancreatic cancer cell lines were treated with resveratrol.
22014088_2011.ann,4,METHODS: UVB-induced skin carcinogenesis model in SKH-1 mice was used for determining the preventive effects of magnolol on skin cancer development.
20557081_2010.ann,4,Methyl antcinate A from Antrodia camphorata induces apoptosis in human liver cancer cells through oxidant-mediated cofilin- and Bax-triggered mitochondrial pathway.
19850985_2008.ann,4,"Modulation of energy metabolic enzyme expression in N-nitrosodiethylamine-mediated hepatocarcinogenesis by Chinese herbs, Huqi San."
25600769_2015.ann,4,"More importantly, EPLE hampered tumor development in a CRC xenograft model."
25944804_2015.ann,4,"Moreover, using a mouse xenograft model, we show that treatment with the specific PPOX inhibitor acifluorfen significantly reduced the growth of  three of the seven (42.8%) colon cancer lines investigated."
22763672_2012.ann,4,"Myrtenal, a natural monoterpene, down-regulates TNF-alpha expression and suppresses carcinogen-induced hepatocellular carcinoma in rats."
17942915_2007.ann,4,N-acetyl-L-cysteine blocked the EGFR activation  and reduced the N-nitrosodiethylamine-initiated hepatocarcinogenesis to the levels of Cre-Ctrl mice.
18852136_2008.ann,4,Natural polyphenols facilitate elimination of HT-29 colorectal cancer xenografts  by chemoradiotherapy: a Bcl-2- and superoxide dismutase 2-dependent mechanism.
27735939_2016.ann,4,Natural product pectolinarigenin inhibits osteosarcoma growth and metastasis via  SHP-1-mediated STAT3 signaling inhibition.
23613111_2013.ann,4,Nitidine chloride inhibits hepatocellular carcinoma cell growth in vivo through the suppression of the JAK1/STAT3 signaling pathway.
16818512_2006.ann,4,Nitric oxide-releasing aspirin and indomethacin are potent inhibitors against colon cancer in azoxymethane-treated rats: effects on molecular targets.
20627873_2010.ann,4,"Non-steroidal anti-inflammatory drugs such as sulindac are promising chemoprevention agents against colon cancer, but their weak potency and side effects limit their use for both chemoprevention and chemotherapy."
19358264_2009.ann,4,"Notably, adeno-XAF1 treatment significantly inhibited tumor growth,  strongly enhanced the antitumor activity of TRAIL in a gastric cancer xenograft model in vivo, and significantly prolonged the survival time of animals bearing tumor xenografts."
25503930_2015.ann,4,"Notably, colon tumor prevention activity by sulindac was accompanied by  a marked induction of lymphoid aggregates and proximal colonic inflammatory mass  lesions, a side effect seen to a lesser degree with celecoxib, but not with aspirin."
16331619_2006.ann,4,Nuclear Maspin expression is highly predictive of 5-FU chemotherapy response in patients  with advanced stage colon cancer.
25766325_2015.ann,4,"On the basis of our findings, further development of this 2-aryl benzimidazole derivative, a new class of multitarget anticancer agents, is warranted and represents a novel strategy for improving breast cancer treatment."
25766325_2015.ann,4,"On the basis of our findings, further development of this 2-aryl benzimidazole derivative, a new class of multitarget anticancer agents, is warranted and represents a novel strategy for improving breast cancer treatment."
24660901_2014.ann,4,Orally administered lycopene attenuates diethylnitrosamine-induced hepatocarcinogenesis in rats by modulating Nrf-2/HO-1 and Akt/mTOR pathways.
25811798_2015.ann,4,Our data indicated that nifuroxazide may potentially be a therapeutic agent for growth and metastasis of  breast cancer.
18339886_2008.ann,4,"Our data indicated that silymarin has therapeutic effects on the early stages of liver damage, reversing fatty changes and recovering liver histopathology in a dose-dependent manner."
25600769_2015.ann,4,Our data thus establish EPLE as a novel inhibitor of Wnt signaling that holds great promise as a potential candidate for further preclinical evaluation for CRC treatments.
20061362_2010.ann,4,"Our data with pterostilbene in suppressing colon tumorigenesis, cell proliferation as well as key inflammatory markers in vivo and in vitro suggest the potential use of pterostilbene for colon cancer prevention."
20061362_2010.ann,4,"Our data with pterostilbene in suppressing colon tumorigenesis, cell proliferation as well as key inflammatory markers in vivo and in vitro suggest the potential use of pterostilbene for colon cancer prevention."
22763672_2012.ann,4,Our findings also showed that myrtenal restrains the liver cancer by preventing the DEN-PB induced up-regulation of TNF-alpha protein expression by immunoblot.
19479993_2009.ann,4,Our findings suggest that rimonabant is able to inhibit colorectal cancer cell growth at different stages of colon cancer pathogenesis inducing mitotic catastrophe in vitro.
19479993_2009.ann,4,Our findings suggest that rimonabant is able to inhibit colorectal cancer cell growth at different stages of colon cancer pathogenesis inducing mitotic catastrophe in vitro.
20061362_2010.ann,4,Our present study was to identify the chemopreventive potential of pterostilbene with colonic tumor formation as an end point and further to evaluate the mechanistic action of pterostilbene during colon carcinogenesis.
23494807_2013.ann,4,"Our previous study has demonstrated that garlic oil (GO) could prevent NDEA-induced hepatocarcinogenesis in rats, but the underlying mechanisms  are not fully understood."
26130745_2015.ann,4,Our results clearly indicate that sulfated polysaccharides of U. lactuca exert a marked chemoprevention of DENA-initiated hepatocarcinogenesis through inhibition of abnormal cell proliferation and induction of apoptosis.
25893854_2015.ann,4,"Our results demonstrate, for the first time, that elaiophylin is a novel autophagy inhibitor, with significant antitumor efficacy as a single agent or in combination in human ovarian cancer cells, establishing the potential treatment of ovarian cancer by this compound."
22116467_2012.ann,4,"Our results indicate that Lrat KO mice are less susceptible to DEN-induced hepatocarcinogenesis due to increased retinoid signaling and higher expression of p21, which is accompanied by altered hepatic levels of DEN-activating enzymes and MGMT in Lrat KO mice also contribute to decreased cancer initiation and suppressed liver tumor development."
21850372_2011.ann,4,Our results indicate that the administration of resveratrol either at the early or advanced stages of hepatocarcinogenesis is equally effective and involves the activation of the apoptotic pathway in male Wistar rats.
19221092_2009.ann,4,Our results show that enzastaurin is an effective chemopreventive agent in a mouse model of sporadic colon cancer that significantly reduces both tumor initiation and progression by inhibiting expression of proproliferative genes.
18202782_2008.ann,4,Our results showed that cimetidine has an inhibiting effect on hepatocarcinogenesis.
23665045_2013.ann,4,"Our study demonstrates that the inhibition of cell proliferation and down regulation of inflammatory markers  may be, at least in part, the underlying mechanisms related to the liver tumor inhibition by diosmin."
27470341_2016.ann,4,"Overall all these findings substantiate that artesunate promotes anti-tumour, anti-proliferation and apoptosis against nitrosodiethylamine mediated hepatocellular carcinoma."
20061362_2010.ann,4,"Overall analyses indicated that pterostilbene reduced colon tumor multiplicity of non-invasive adenocarcinomas, lowered proliferating cell nuclear  antigen and downregulated the expression of beta-catenin and cyclin D1."
